,Station Name,Street Address,City,State,ZIP,Groups With Access Code,Access Days Time,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Network,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Open Date,EV Connector Types,EV Pricing
0,City of Lacey - City Hall Parking,420 College St,Lacey,WA,98503,Public,24 hours daily,,4.0,,Non-Networked,47.044011,-122.822404,2023-01-10,33351,2023-02-14 15:54:11 UTC,2018-01-15,J1772,Free; 3 hour maximum charging session
1,Seattle-Tacoma International Airport - General Parking,17801 Pacific Hwy S,Seattle,WA,98188,Public,24 hours daily; pay lot; Drivers must bring their own J1772 cordset for Level 1 charging,121.0,,,Non-Networked,47.443377,-122.296229,2023-08-10,33717,2023-08-10 16:58:49 UTC,2010-03-01,NEMA520,Free
2,Avista Corp,1411 E Mission Ave,Spokane,WA,99252,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,1.0,2.0,,Non-Networked,47.673347,-117.388933,2023-06-12,35620,2023-06-12 16:56:16 UTC,2010-04-15,J1772 NEMA520,Free
3,Steam Plant Parking,130 S Post St,Spokane,WA,99201,Public,24 hours daily,,6.0,,Non-Networked,47.65579218,-117.4236637,2023-04-06,35621,2023-04-06 17:17:01 UTC,2010-04-15,J1772,Free
4,BELLEVUE BELLEVUE CH 1,450 110th Ave NE,Bellevue,WA,98004,Public,24 hours daily,,2.0,,ChargePoint Network,47.614744,-122.193162,2023-09-29,37181,2023-09-29 00:18:15 UTC,2010-12-15,J1772,
5,KING COUNTY DES ISSAQUAH P&R 2,1755 Highlands Dr NE,Issaquah,WA,98027,Public,24 hours daily,,2.0,,ChargePoint Network,47.545324,-122.0195,2023-09-29,38082,2023-09-29 00:32:33 UTC,2008-02-15,J1772,
6,UWB CASCADIA CC NORTH LEVEL 3 N,18500 Campus Way NE,Bothell,WA,98011,Public,24 hours daily,,2.0,,ChargePoint Network,47.761878,-122.191915,2023-09-29,38952,2023-09-29 00:14:58 UTC,2011-03-15,J1772,
7,CITY OF REDMOND CITY HALL DUAL,15670 NE 85th St,Redmond,WA,98052,Public,24 hours daily,,2.0,,ChargePoint Network,47.679224,-122.12995,2023-09-29,38959,2023-09-29 00:10:28 UTC,2011-03-15,J1772,
8,CITY OF REDMOND MOC #1 PUBLIC,18080 NE 76th St,Redmond,WA,98052,Public,24 hours daily,,2.0,,ChargePoint Network,47.672359,-122.099034,2023-09-29,38966,2023-09-29 00:10:28 UTC,2011-03-15,J1772,
9,Bellingham Nissan,1516 Iowa St,Bellingham,WA,98229,Public - Call ahead,Dealership business hours,,2.0,1.0,Non-Networked,48.755607,-122.454132,2020-06-09,39778,2021-03-11 23:22:17 UTC,2011-03-15,CHADEMO J1772,Free
10,Advantage Nissan,5101 Auto Center Blvd,Bremerton,WA,98312,Public - Call ahead,Dealership business hours,,1.0,,Non-Networked,47.562162,-122.684286,2020-06-09,39779,2023-02-15 22:45:41 UTC,2011-03-15,J1772,Free
11,Burien Nissan,16042 1st Ave S,Burien,WA,98148,Public - Call ahead,Dealership business hours,,2.0,1.0,Non-Networked,47.458466,-122.333257,2022-02-10,39780,2022-02-10 19:42:29 UTC,2011-03-15,CHADEMO J1772,Free
12,Campbell-Nelson Nissan,24325 Highway 99,Edmonds,WA,98026,Public - Call ahead,Dealership business hours,,2.0,,Non-Networked,47.778229,-122.344838,2020-07-13,39782,2023-02-15 22:45:41 UTC,2011-03-15,J1772,Free
13,Olympia Nissan,2220 Carriage Dr SW,Olympia,WA,98502,Public - Call ahead,Dealership business hours,,1.0,1.0,Non-Networked,47.031067,-122.930247,2022-03-07,39786,2023-02-14 15:54:11 UTC,2011-03-15,CHADEMO J1772 J1772COMBO,Free
14,Bill Robertson Nissan,928 N 28th Ave,Pasco,WA,99301,Public - Call ahead,Dealership business hours,,1.0,,Non-Networked,46.236607,-119.128998,2020-06-09,39787,2023-02-15 22:45:41 UTC,2011-03-15,J1772,Free
15,Dan Wilder Nissan,53 Jetta Way,Port Angeles,WA,98362,Public - Call ahead,Dealership business hours,,2.0,1.0,Non-Networked,48.102863,-123.342273,2022-02-10,39788,2022-02-10 19:42:29 UTC,2011-03-15,CHADEMO J1772,Free
16,Bill Korum's Puyallup Nissan,101 Valley Ave NW,Puyallup,WA,98371,Public - Call ahead,Dealership business hours,,1.0,1.0,Non-Networked,47.207367,-122.294997,2022-02-10,39789,2022-02-10 19:42:29 UTC,2011-03-15,CHADEMO J1772 J1772COMBO,Free
17,Younker Nissan,3401 E Valley Rd,Renton,WA,98058,Public,Dealership business hours,,1.0,1.0,Non-Networked,47.448354,-122.2188,2022-03-07,39791,2023-02-14 15:54:11 UTC,2011-03-15,CHADEMO J1772 J1772COMBO,Free
18,Wendle Nissan,9000 N Division St,Spokane,WA,99218,Public - Call ahead,Dealership business hours,,1.0,,Non-Networked,47.739021,-117.409937,2020-06-09,39795,2021-03-11 23:22:17 UTC,2011-03-15,J1772,Free
19,Dave Smith Nissan - Spokane,6901 E Sprague Ave,Spokane Valley,WA,99212,Public - Call ahead,Dealership business hours,,2.0,1.0,Non-Networked,47.657264,-117.312518,2022-02-10,39796,2022-02-10 19:42:29 UTC,2011-03-15,CHADEMO J1772,Free
20,Tacoma Nissan,4030 S Tacoma Way,Tacoma,WA,98409,Public - Call ahead,Dealership business hours,,1.0,1.0,Non-Networked,47.21978,-122.48576,2022-02-10,39797,2022-02-10 19:42:29 UTC,2011-03-15,CHADEMO J1772 J1772COMBO,Free
21,Alan Webb Nissan,3608 NE Auto Mall Dr,Vancouver,WA,98662,Public - Call ahead,Dealership business hours,,1.0,1.0,Non-Networked,45.648094,-122.597954,2022-02-10,39798,2022-02-10 19:42:29 UTC,2011-03-15,CHADEMO J1772 J1772COMBO,Free
22,O'Brien Nissan,1395 Dalles Military Rd,Walla Walla,WA,99362,Public - Call ahead,Dealership business hours,,1.0,,Non-Networked,46.047464,-118.353406,2020-06-09,39799,2021-03-11 23:22:17 UTC,2011-03-15,J1772,Free
23,KEY CENTER KEY CENTER 6,601 108th Ave NE,Bellevue,WA,98004,Public,24 hours daily,,2.0,,ChargePoint Network,47.616104,-122.19696,2023-09-29,40383,2023-09-29 00:28:18 UTC,2011-05-15,J1772,
24,KRC SKYLINE SKYLINE #1,10900 NE 4th St,Bellevue,WA,98004,Public,24 hours daily,,2.0,,ChargePoint Network,47.61434,-122.194037,2023-09-29,40384,2023-09-29 00:23:56 UTC,2011-05-15,J1772,
25,CITY OF SEATAC CITY HALL 1,4800 S 188th St,SeaTac,WA,98188,Public,24 hours daily,,2.0,,ChargePoint Network,47.434021,-122.273183,2023-09-29,41776,2023-09-29 00:14:54 UTC,2011-12-31,J1772,
26,BELLEVUE SBCC #2,14509 SE Newport Way,Bellevue,WA,98006,Public,24 hours daily,,2.0,,ChargePoint Network,47.568871,-122.145285,2023-09-29,42228,2023-09-29 00:28:58 UTC,2011-11-15,J1772,
27,SAMMAMISH GARAGE 1,801 228th Ave SE,Sammamish,WA,98075,Public,24 hours daily,,2.0,,ChargePoint Network,47.601657,-122.036938,2023-09-29,42240,2023-09-29 00:15:29 UTC,2011-11-15,J1772,
28,IBEW LOCAL 46 IBEW LOCAL 46 1,19802 62nd Ave S,Kent,WA,98032,Public,24 hours daily,,2.0,,ChargePoint Network,47.424222,-122.256619,2023-09-29,43299,2023-09-29 00:16:31 UTC,2012-01-15,J1772,
29,VALLEY MED CTR MAIN LOT #5,400 S 43rd St,Renton,WA,98055,Public,24 hours daily,,2.0,,ChargePoint Network,47.443255,-122.212445,2023-09-29,43303,2023-09-29 00:06:10 UTC,2012-01-15,J1772,
30,VALLEY MED CTR N GARAGE #1,4033 Talbot Rd S,Renton,WA,98055,Public,24 hours daily,,2.0,,ChargePoint Network,47.444606,-122.214491,2023-09-29,43305,2023-09-29 00:17:07 UTC,2012-01-15,J1772,
31,City of Renton - City Hall,1055 S Grady Way,Renton,WA,98057,Public,24 hours daily,,2.0,,Non-Networked,47.474537,-122.204976,2023-09-14,43796,2023-09-14 14:01:49 UTC,2017-01-12,J1772,Free
32,TAC PW PARKING A ST GARAGE 01,110 S 10th St,Tacoma,WA,98402,Public,24 hours daily,,2.0,,ChargePoint Network,47.253809,-122.437429,2023-09-29,43804,2023-09-29 00:16:58 UTC,2012-01-31,J1772,
33,TAC PW PARKING GLASS MUSEUM 01,1801 Dock St,Tacoma,WA,98402,Public,24 hours daily,,2.0,,ChargePoint Network,47.245934,-122.43398,2023-09-29,43806,2023-09-29 00:16:58 UTC,2012-01-31,J1772,
34,City of Seattle - Central Library,1000 4th Ave,Seattle,WA,98104,Public,24 hours daily,,3.0,,Non-Networked,47.606684,-122.332664,2023-01-10,44153,2023-02-14 15:54:11 UTC,2011-12-01,J1772,$2 per session
35,City of Seattle - Seattle Center,516 Harrison St,Seattle,WA,98109,Public - Credit card at all times,24 hours daily,,6.0,,Non-Networked,47.622085,-122.347124,2023-01-10,44159,2023-02-14 15:54:11 UTC,2011-12-01,J1772,Free; parking fee
36,Valley Nissan,1010 S 1st St,Yakima,WA,98901,Public - Call ahead,Dealership business hours,,1.0,,Non-Networked,46.590246,-120.500687,2020-06-09,44509,2023-02-15 22:45:41 UTC,2011-11-30,J1772,Free
37,Snohomish County - Evergreen Fairgrounds,14405 179th Ave SE,Monroe,WA,98272,Public,8am-5pm M-F,,2.0,,Non-Networked,47.868914,-121.987449,2023-08-10,45209,2023-08-10 16:58:49 UTC,2012-01-20,J1772,
38,Seattle City Light - Newhalem Parking Lot,500 Newhalem St,Rockport,WA,98283,Public,24 hours daily,,4.0,,Non-Networked,48.673466,-121.261467,2023-01-10,45654,2023-02-14 15:54:11 UTC,2012-01-01,J1772,
39,PeaceHealth,1115 SE 164th Ave,Vancouver,WA,98684,Public,Employee and guest use only; non-employee use after hours,,2.0,,Non-Networked,45.63017,-122.504,2023-09-14,47885,2023-09-14 14:01:49 UTC,2012-05-31,J1772,
40,KING COUNTY DES KSC STATION #1,201 S Jackson St,Seattle,WA,98104,Public,24 hours daily,,1.0,,ChargePoint Network,47.598663,-122.331009,2023-09-29,49230,2023-09-29 00:12:14 UTC,2012-07-31,J1772,
41,SKAGIT COUNTY ADMIN STATION 2,1800 Continental Pl,Mount Vernon,WA,98273,Public,24 hours daily,,1.0,,ChargePoint Network,48.437569,-122.325494,2023-09-29,50210,2023-09-29 00:06:04 UTC,2012-11-20,J1772,
42,Nikola Broadband,615 N 5th Ave,Sequim,WA,98382,Public,24 hours daily,,1.0,,Non-Networked,48.08536,-123.1135,2023-06-12,51905,2023-06-12 16:56:16 UTC,2013-05-15,J1772,Free
43,Mazama Country Inn,15 Country Rd,Mazama,WA,98833,Public - Call ahead,24 hours daily; for guest use only; Drivers must bring their own J1772 cordset for Level 1 charging,2.0,1.0,,Non-Networked,48.594482,-120.406494,2021-12-09,53702,2022-02-10 21:00:18 UTC,2013-11-01,J1772 NEMA1450,Free
44,VIA6 VIA6-SOUTH,2121 6th Ave,Seattle,WA,98121,Public,24 hours daily,,2.0,,ChargePoint Network,47.613883,-122.339405,2023-09-29,55995,2023-09-29 00:22:18 UTC,2014-01-20,J1772,
45,800 FIFTH AVE STATION 2,800  5th Ave,Seattle,WA,98104,Public,24 hours daily,,2.0,,ChargePoint Network,47.605599,-122.330626,2023-09-29,56870,2023-09-29 00:06:10 UTC,2011-03-15,J1772,
46,Campbell's Lake Chelan Resort,104 W Woodin Ave,Chelan,WA,98816,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,10.0,,,Non-Networked,47.8399,-120.0199,2021-12-09,60002,2022-02-10 21:00:18 UTC,2013-10-04,NEMA520,Free
47,Campbell's Lake Chelan Resort,104 W Woodin Ave,Chelan,WA,98816,Public,24 hours daily; for guest use only,,1.0,,Non-Networked,47.8399,-120.0199,2021-12-09,60003,2022-02-10 21:00:18 UTC,2013-10-04,J1772,Free
48,Pine Near RV Park,316 Castle Ave,Winthrop,WA,98862,Public,24 hours daily; donations accepted,,1.0,,Non-Networked,48.476543,-120.180796,2021-12-09,60004,2022-02-10 19:42:29 UTC,2013-09-23,J1772,Free
49,Omak Inn,912 Koala Dr,Omak,WA,98841,Public,24 hours daily,,1.0,,Non-Networked,48.421424,-119.503978,2021-12-09,60005,2022-02-10 19:42:29 UTC,2013-10-04,J1772,Free
50,59er Diner,15361 US 2,Leavenworth,WA,98826,Public,24 hours daily,,1.0,,Non-Networked,47.758434,-120.742416,2021-12-09,60006,2022-02-10 19:42:29 UTC,2014-01-15,J1772,Free
51,Howard's Lakeshore Inn,233 Lakeshore Dr,Pateros,WA,98846,Public,24 hours daily,,1.0,,Non-Networked,48.051825,-119.901506,2023-01-10,60007,2023-02-14 15:54:11 UTC,2013-12-28,J1772,Free
52,Birkenstock,17506 NE Delfel Ct,Ridgefield,WA,98642,Public - Call ahead,Store business hours; free with purchase,,1.0,,Non-Networked,45.748069,-122.662816,2023-09-14,60229,2023-09-14 14:01:49 UTC,2014-01-01,J1772,Free
53,PARKMETRO1 PARK METRO #1,11101 NE 12th St,Bellevue,WA,98004,Public,24 hours daily,,2.0,,ChargePoint Network,47.620793,-122.192469,2023-09-29,60241,2023-09-29 00:06:12 UTC,2014-02-07,J1772,
54,VALLEY MED CTR MAIN LOT #8,4109-4251 Talbot Rd S,Renton,WA,98055,Public,24 hours daily,,2.0,,ChargePoint Network,47.443123,-122.212538,2023-09-29,60331,2023-09-29 00:05:53 UTC,2014-02-13,J1772,
55,Haselwood Chevrolet Buick GMC,501 W Hills Blvd,Bremerton,WA,98312,Public,Dealership business hours; for Chevrolet vehicles only,,2.0,,Non-Networked,47.557801,-122.675335,2023-09-14,60718,2023-09-14 14:01:49 UTC,2014-01-01,J1772,Free
56,Lakeside 24 Hour Fuel,16835 Lewis River Rd,Cougar,WA,98616,Public,6am-9pm daily (summer); 6am-6pm daily (winter),,1.0,,Non-Networked,46.051228,-122.301754,2023-06-12,60814,2023-06-12 16:56:16 UTC,2014-03-06,J1772,$12 per session
57,Kitsap Transit Harborside Garage,60 Washington Ave,Bremerton,WA,98337,Public,,,4.0,,OpConnect,47.56358,-122.62531,2023-09-29,61877,2023-09-29 01:03:07 UTC,2013-12-31,J1772,
58,Semiahmoo Resort,9565 Semiahmoo Pkwy,Blaine,WA,98230,Public,24 hours daily; for guest use only,,1.0,,Non-Networked,48.989751,-122.773271,2023-06-12,62286,2023-06-12 16:56:16 UTC,2014-04-01,J1772,
59,Pybus Public Market,7 N Worthen St,Wenatchee,WA,98801,Public,24 hours daily,,2.0,,Non-Networked,47.425375,-120.307608,2021-12-09,62516,2022-02-10 19:42:29 UTC,2014-07-07,J1772,Free
60,UDR ASHTON BELL #2,10710 NE 10th St,Bellevue,WA,98004,Public,24 hours daily,,2.0,,ChargePoint Network,47.619772,-122.197194,2023-09-29,62654,2023-09-29 00:06:44 UTC,2014-07-30,J1772,
61,Best Western Plus - Heritage Inn,151 E McLeod Rd,Bellingham,WA,98226,Public,24 hours daily; for guest use only,,1.0,,Non-Networked,48.783478,-122.484131,2023-01-10,62692,2023-02-14 15:54:11 UTC,2014-03-21,J1772,Free
62,UDR TEN20 #1,1020 108th Ave NE,Bellevue,WA,98004,Public,24 hours daily,,2.0,,ChargePoint Network,47.61984,-122.19603,2023-09-29,62728,2023-09-29 00:06:35 UTC,2014-07-31,J1772,
63,City of Chelan,137 E Johnson Ave,Chelan,WA,98816,Public,24 hours daily,,2.0,,Non-Networked,47.840838,-120.018402,2021-12-09,62973,2022-02-10 19:42:29 UTC,2014-08-18,J1772,Free
64,LCC LCC H&S #1,1810 Maple Street,Longview,WA,98632,Public,24 hours daily,,2.0,,ChargePoint Network,46.141922,-122.940192,2023-09-29,63088,2023-09-29 00:06:16 UTC,2014-08-27,J1772,
65,UWMC UWMC #1,3100 Northup Way,Bellevue,WA,98004,Public,24 hours daily,,2.0,,ChargePoint Network,47.638269,-122.191294,2023-09-29,63110,2023-09-29 00:06:27 UTC,2014-08-28,J1772,
66,UWMC 4225 UWMC 4225 #1,4225 Roosevelt Way NE,Seattle,WA,98105,Public,24 hours daily,,2.0,,ChargePoint Network,47.658409,-122.318392,2023-09-29,63338,2023-09-29 00:06:55 UTC,2014-09-19,J1772,
67,Town Nissan,555 3rd St SE,East Wenatchee,WA,98802,Public - Call ahead,Dealership business hours,,1.0,1.0,Non-Networked,47.400783,-120.279071,2022-02-10,63444,2022-02-10 19:42:29 UTC,2010-12-17,CHADEMO J1772,Free
68,MAIN HOSPITAL SILVER PARKING,11300-11398 128th Ave NE,Kirkland,WA,98034,Public,24 hours daily,,2.0,,ChargePoint Network,47.716056,-122.179455,2023-09-29,63780,2023-09-29 00:06:49 UTC,2014-10-17,J1772,
69,MAIN HOSPITAL DEYOUNG1,12039 NE 128th St,Kirkland,WA,98034,Public,24 hours daily,,2.0,,ChargePoint Network,47.714435,-122.179399,2023-09-29,63781,2023-09-29 00:06:49 UTC,2014-10-17,J1772,
70,MAIN HOSPITAL BLUE PARKING,12040 NE 128th St,Kirkland,WA,98034,Public,24 hours daily,,2.0,,ChargePoint Network,47.714793,-122.176869,2023-09-29,63782,2023-09-29 00:06:49 UTC,2014-10-17,J1772,
71,Leskovar Mitsubishi,3020 W Clearwater Ave,Kennewick,WA,99336,Public - Call ahead,Dealership business hours; for customer use only,,3.0,,Non-Networked,46.213233,-119.162367,2023-06-12,64135,2023-06-12 16:56:16 UTC,2014-03-01,J1772,Free
72,BMW SEATTLE BMW SALES,1002 Airport Way S,Seattle,WA,98065,Public,24 hours daily,,2.0,,ChargePoint Network,47.594042,-122.323977,2023-09-29,64185,2023-09-29 00:06:03 UTC,2014-11-14,J1772,
73,HARBOUR POINT HBP STATION A,11700 Mukilteo Speedway,Mukilteo,WA,98275,Public,24 hours daily,,2.0,,ChargePoint Network,47.890423,-122.286971,2023-09-29,64475,2023-09-29 00:07:31 UTC,2014-12-03,J1772,
74,Mellisoni Vineyard,3155 US 97A,Chelan,WA,98816,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,2.0,1.0,,Non-Networked,47.83522282290976,-120.068983390213,2021-12-09,64500,2022-02-10 21:00:18 UTC,2014-11-29,J1772 NEMA1450,Free
75,Snoqualmie Casino,37500 SE N Bend,Issaquah,WA,98065,Public,24 hours daily; guest use only,,8.0,,Non-Networked,47.519113,-121.841787,2023-06-12,65414,2023-06-12 16:56:16 UTC,2015-01-01,J1772,Free
76,Wenatchee - Wenatchee Convention Center,200 N Columbia St,Wenatchee,WA,98801,Public,24 hours daily,,1.0,1.0,EVCS,47.42745,-120.31242,2023-05-30,65859,2023-06-08 20:42:22 UTC,2012-06-30,CHADEMO J1772,"Level 2: $4 per session or $19.99 for monthly plan, DC Fast: $7.50 per session or $19.99 for monthly plan"
77,Centralia - Wendy's,817 Harrison Avenue,Centralia,WA,98531,Public,24 hours daily,,1.0,1.0,EVCS,46.72527,-122.97422,2023-05-30,65861,2023-06-08 20:42:22 UTC,2012-05-31,CHADEMO J1772,"Level 2: $4 per session or $19.99 for monthly plan, DC Fast: $7.50 per session or $19.99 for monthly plan"
78,Bellingham - Sehome Village,222 36th St,Bellingham,WA,98325,Public,24 hours daily,,1.0,1.0,EVCS,48.73115,-122.47117,2023-05-30,65862,2023-06-08 20:42:22 UTC,2012-05-31,CHADEMO J1772,"DC Fast: $7.50 per session or $19.99 for monthly plan, Level 2: $4 per session or $19.99 for monthly plan"
79,Castle Rock - Cascade Select Market,204 W. Cowlitz Street,Castle Rock,WA,98611,Public,24 hours daily,,1.0,1.0,EVCS,46.27622,-122.91012,2023-05-30,65864,2023-06-08 20:42:22 UTC,2012-08-09,CHADEMO J1772,"Level 2: $4 per session or $19.99 for monthly plan, DC Fast: $7.50 per session or $19.99 for monthly plan"
80,Burlington - The Outlet Shoppes,448 Fashion Way,Burlington,WA,98233,Public,24 hours daily,,1.0,1.0,EVCS,48.45625,-122.33954,2023-05-30,65865,2023-06-08 20:42:22 UTC,2012-05-31,CHADEMO J1772,"DC Fast: $7.50 per session or $19.99 for monthly plan, Level 2: $4 per session or $19.99 for monthly plan"
81,Ridgefield - Country Café,6370 N. 1st Circle,Ridgefield,WA,98642,Public,24 hours daily,,1.0,1.0,EVCS,45.81749,-122.68359,2023-05-30,65866,2023-06-08 20:42:22 UTC,2012-05-31,CHADEMO J1772,"DC Fast: $7.50 per session or $19.99 for monthly plan, Level 2: $4 per session or $19.99 for monthly plan"
82,I-5 Custer SB Rest Area,3063 Creasy Rd,Custer,WA,98240,Public,24 hours daily,,2.0,,EVCS,48.92653,-122.64552,2023-05-30,65868,2023-06-08 20:42:22 UTC,2012-05-31,J1772,Level 2: $4 per session or $19.99 for monthly plan
83,Skykomish - Sky Deli,148 5th Street N,Skykomish,WA,98288,Public,24 hours daily,,1.0,1.0,EVCS,47.7114,-121.36073,2023-05-30,65869,2023-06-08 20:42:22 UTC,2012-05-31,CHADEMO J1772,"DC Fast: $7.50 per session or $19.99 for monthly plan, Level 2: $4 per session or $19.99 for monthly plan"
84,I-5 Gee Creek NB Rest Area,"Interstate 5, Milepost 11 South",Ridgefield,WA,98642,Public - Credit card at all times,24 hours daily,,2.0,,EVCS,45.77671,-122.669,2023-07-11,65870,2023-07-11 18:28:56 UTC,2012-05-31,J1772,Level 2: $4 per session or $19.99 for monthly plan
85,525 NORTHGATE RETAIL #1,525 NE Northgate Way,Seattle,WA,98125,Public,24 hours daily,,2.0,,ChargePoint Network,47.707951,-122.321496,2023-09-29,66221,2023-09-29 00:07:39 UTC,2015-02-28,J1772,
86,Power Trip Energy Corp,83 Denny Ave,Port Townsend,WA,98368,Public,24 hours daily,,2.0,,Non-Networked,48.093634,-122.813252,2022-09-14,66418,2023-02-14 15:54:11 UTC,2012-06-01,J1772,Free
87,John L Scott Real Estate,2219 W Sims Way,Port Townsend,WA,98368,Public - Call ahead,24 hours daily,,1.0,,Non-Networked,48.102409,-122.80229,2022-09-14,66419,2023-02-14 15:54:11 UTC,2015-02-01,J1772,Free
88,GreenPod Development,1531 W Sims Way,Port Townsend,WA,98368,Public,24 hours daily,,2.0,,Non-Networked,48.103061,-122.794143,2022-07-12,66421,2023-02-14 15:54:11 UTC,2015-02-03,J1772,Free
89,Windermere Real Estate,1220 Water St,Port Townsend,WA,98368,Public - Call ahead,8am-5pm daily,,1.0,,Non-Networked,48.113018,-122.760544,2022-09-14,66422,2023-02-14 15:54:11 UTC,2015-02-04,J1772,Free
90,HAMPTON INN WEST BACK,11505 NE 2nd Pl,Bellevue,WA,98004,Public,24 hours daily,,2.0,,ChargePoint Network,47.611711,-122.187292,2023-09-29,66594,2023-09-29 00:08:27 UTC,2015-04-02,J1772,
91,SIA W GARAGE F.1 #1,9000 W Airport Dr,Spokane,WA,99224,Public,24 hours daily,,2.0,,ChargePoint Network,47.625092,-117.53956,2023-09-29,66622,2023-09-29 00:08:32 UTC,2015-04-07,J1772,
92,MAIN HOSPITAL SILVER #2,12001-12099 NE 130th Ln,Kirkland,WA,98034,Public,24 hours daily,,2.0,,ChargePoint Network,47.716066,-122.179613,2023-09-29,66645,2023-09-29 00:07:54 UTC,2015-04-09,J1772,
93,WINSLOW WAY WINSLOW #1,232-240 Winslow Way E,Bainbridge Island,WA,98110,Public,24 hours daily,,2.0,,ChargePoint Network,47.624921,-122.51934,2023-09-29,66696,2023-09-29 00:07:49 UTC,2015-04-11,J1772,
94,The Co-op Farm and Garden,216 E Washington St,Sequim,WA,98382,Public,"8am-6pm M-F, 9am-5pm Sat, 10am-4pm Sun",,1.0,,Non-Networked,48.079897,-123.098996,2023-06-12,67125,2023-06-12 16:56:16 UTC,2015-01-01,J1772,Free
95,VISITOR GARAGE PEDESTAL UNIT,1201 Pacific Ave,Tacoma,WA,98402,Public,24 hours daily,,1.0,,ChargePoint Network,47.252117,-122.437452,2023-09-29,67692,2023-09-29 00:08:48 UTC,2015-06-06,J1772,
96,Banks Lake Brew and Bistro,695 N 2nd St,Coulee City,WA,99115,Public,24 hours daily,,1.0,,Non-Networked,47.616684,-119.287843,2021-12-09,68846,2022-02-10 19:42:29 UTC,2015-08-03,J1772,Free
97,VM CHARGERS VIRGINIA MASON2,1012 Terry Ave,Seattle,WA,98101,Public,24 hours daily,,1.0,,ChargePoint Network,47.609528,-122.326393,2023-09-29,68940,2023-09-29 00:08:53 UTC,2015-08-11,J1772,
98,CHARGEPOINT T&C BAINBRIDGE,343 Winslow Way E,Bainbridge Island,WA,98110,Public,24 hours daily,,2.0,,ChargePoint Network,47.62419,-122.517509,2023-09-29,69209,2023-09-29 00:07:25 UTC,2015-08-27,J1772,
99,INSIGNIA 953 EV216,588 Bell St,Seattle,WA,98121,Public,24 hours daily,,1.0,,ChargePoint Network,47.616571,-122.342673,2023-09-29,69853,2023-09-29 00:09:42 UTC,2015-09-12,J1772,
100,UWB CASCADIA CC TRULY HOUSE #1,18140 Campus Way NE,Bothell,WA,98011,Public,24 hours daily,,2.0,,ChargePoint Network,47.759501,-122.193075,2023-09-29,70092,2023-09-29 00:10:02 UTC,2015-09-29,J1772,
101,UWB CASCADIA CC SOUTH L 3 N,11237-11299 NE 180th St,Bothell,WA,98011,Public,24 hours daily,,2.0,,ChargePoint Network,47.757842,-122.190719,2023-09-29,70095,2023-09-29 00:08:54 UTC,2015-09-29,J1772,
102,Best Western Plus - Evergreen Inn and Suites,32124 25th Ave S,Federal Way,WA,98003,Public,24 hours daily; for guest use only; see front desk for access,,1.0,,Non-Networked,47.313989,-122.300707,2022-06-14,71773,2023-02-14 15:54:11 UTC,2019-06-28,J1772,Free
103,Best Western Plus - Tacoma Dome Hotel,2611 East E St,Tacoma,WA,98421,Public - Card key after hours,24 hours daily; for guest use only; see front desk for access,,2.0,,Non-Networked,47.238785,-122.426722,2022-01-10,71774,2022-02-10 19:42:29 UTC,2015-12-01,J1772,Free
104,ESSEX SAMMAMISH VIEW,16160 SE Eastgate Way,Bellevue,WA,98008,Public,24 hours daily,,2.0,,ChargePoint Network,47.577051,-122.125164,2023-09-29,71918,2023-09-29 00:09:45 UTC,2015-12-18,J1772,
105,MADISON GARAGE MADISON GARAGE2,1229 Madison St,Seattle,WA,98104,Public,24 hours daily,,2.0,,ChargePoint Network,47.610087,-122.322114,2023-09-29,72656,2023-09-29 00:09:29 UTC,2016-01-23,J1772,
106,Expo Apartments,118 Republican St,Seattle,WA,98109,Public,24 hours daily; apartment residents only,,1.0,,Non-Networked,47.6232795,-122.354922,2023-09-14,72739,2023-09-14 14:01:49 UTC,2016-01-25,J1772,Free
107,SIA CELL LOT,8909 W Airport Dr,Spokane,WA,99224,Public,24 hours daily,,2.0,,ChargePoint Network,47.630989,-117.540534,2023-09-29,73219,2023-09-29 00:09:45 UTC,2016-01-29,J1772,
108,Tumwater - Shell Station & Deli Mart,6131 Capital Blvd SW,Tumwater,WA,98501,Public,24 hours daily,,1.0,1.0,EVCS,46.99366,-122.90824,2023-05-30,73412,2023-06-08 20:42:22 UTC,2016-02-09,CHADEMO J1772,"Level 2: $4 per session or $19.99 for monthly plan, DC Fast: $7.50 per session or $19.99 for monthly plan"
109,Leavenworth - City Hall,700 US Hwy 2,Leavenworth,WA,98826,Public,24 hours daily,,1.0,1.0,EVCS,47.59519,-120.66404,2023-05-30,73413,2023-06-08 20:42:22 UTC,2016-02-09,CHADEMO J1772,"DC Fast: $7.50 per session or $19.99 for monthly plan, Level 2: $4 per session or $19.99 for monthly plan"
110,Sultan - Sultan Visitor Information Center,320 Main St,Sultan,WA,98294,Public,24 hours daily,,1.0,1.0,EVCS,47.86215,-121.81659,2023-05-30,73415,2023-06-08 20:42:22 UTC,2016-02-09,CHADEMO J1772,"Level 2: $4 per session or $19.99 for monthly plan, DC Fast: $7.50 per session or $19.99 for monthly plan"
